armSkuName,skuId,meterName,productName,location,armRegionName,retailPrice,unitOfMeasure,serviceName,serviceId,serviceFamily,currencyCode,tierMinimumUnits,unitPrice,effectiveStartDate,meterId,productId,skuName,type,isPrimaryMeterRegion
16vCPU_64GB_2048SSD,DZH318Z0HL8R/00Z5,16vCPU_64GB_2048SSD Disk,Microsoft Dev Box,IN Central,centralindia,152,1/Month,Microsoft Dev Box,DZH3153CJ78N,Developer Tools,USD,0,152,2023-07-01T00:00:00Z,002ef021-4a02-511d-9506-bc682ea0f50c,DZH318Z0HL8R,16vCPU_64GB_2048SSD,Consumption,true
Standard_B8ls_v2,DZH318Z0K9KD/00MX,B8ls v2,Virtual Machines Bsv2 Series Windows,US West 2,westus2,0.332,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.332,2023-09-01T00:00:00Z,002f193c-0131-507a-b071-ce85c4a47575,DZH318Z0K9KD,B8ls v2,Consumption,true
Standard_B8ls_v2,DZH318Z0K9KD/00MX,B8ls v2,Virtual Machines Bsv2 Series Windows,US West 2,westus2,0.295,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.295,2023-09-01T00:00:00Z,002f193c-0131-507a-b071-ce85c4a47575,DZH318Z0K9KD,B8ls v2,DevTestConsumption,true
,DZH318Z0BQT0/00HR,Commitment Tier Azure 25M Unit,Language Understanding,EU North,northeurope,21750,1/Month,Cognitive Services,DZH31600VF1F,AI + Machine Learning,USD,0,21750,2022-12-01T00:00:00Z,002f1c7d-e1a7-5a56-a51d-a8077fb7c833,DZH318Z0BQT0,Commitment Tier Azure 25M,Consumption,true
Standard_L64as_v3,DZH318Z08NR8/01G0,L64as v3 Spot,Lasv3 Series Windows,US Gov TX,usgovtexas,0.9184,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.9184,2023-09-01T00:00:00Z,002f3fe2-0521-5e52-8995-eef80c1e771e,DZH318Z08NR8,Standard_L64as_v3 Spot,Consumption,true
Standard_E2s_v4,DZH318Z0CSHL/04JJ,E2s v4,Virtual Machines Esv4 Series,US West 3,westus3,0.126,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.126,2022-08-01T00:00:00Z,002f70a2-c9da-5c3d-8f8f-970f0967929c,DZH318Z0CSHL,E2s v4,Consumption,true
Standard_E2s_v4,DZH318Z0CSHL/05GD,E2s v4,Virtual Machines Esv4 Series,US West 3,westus3,649,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,649,2022-08-01T00:00:00Z,002f70a2-c9da-5c3d-8f8f-970f0967929c,DZH318Z0CSHL,E2s v4,Reservation,true
Standard_E2s_v4,DZH318Z0CSHL/05GC,E2s v4,Virtual Machines Esv4 Series,US West 3,westus3,1245,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1245,2022-08-01T00:00:00Z,002f70a2-c9da-5c3d-8f8f-970f0967929c,DZH318Z0CSHL,E2s v4,Reservation,true
Standard_B32s_v2,DZH318Z0K9KD/014F,B32s v2,Virtual Machines Bsv2 Series Windows,JA West,japanwest,1.888,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.888,2023-09-01T00:00:00Z,002f7a84-cc97-5651-9f7a-2a923d018a4d,DZH318Z0K9KD,B32s v2,Consumption,true
Standard_B32s_v2,DZH318Z0K9KD/014F,B32s v2,Virtual Machines Bsv2 Series Windows,JA West,japanwest,1.741,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.741,2023-09-01T00:00:00Z,002f7a84-cc97-5651-9f7a-2a923d018a4d,DZH318Z0K9KD,B32s v2,DevTestConsumption,true
,DZH318Z09WBD/00QL,E64 v3 AHB,Azure Synapse SSIS Enterprise E-series v3 VM,IN Central,centralindia,11.972,1 Hour,Azure Synapse Analytics,DZH3194T4H8H,Analytics,USD,0,11.972,2022-01-01T00:00:00Z,002fa665-a246-5864-b455-83d31d972820,DZH318Z09WBD,E64 v3,Consumption,true
,DZH318Z0BP09/005H,ZRS List Operations,Files v2,AE Central,uaecentral,0.0195,10K,Storage,DZH317F1HKN0,Storage,USD,0,0.0195,2020-05-01T00:00:00Z,002fe6a2-0484-45ca-a8da-0b10ce3a88d4,DZH318Z0BP09,Standard ZRS,Consumption,true
Standard_EC2as_v5,DZH318Z09B66/0042,EC2as_v5 Spot,ECasv5-series Windows,US West,westus,0.1526,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.1526,2024-02-01T00:00:00Z,002fe875-4dea-5b81-b653-90fa6bf2a9f2,DZH318Z09B66,Standard_EC2as_v5 Spot,Consumption,true
Standard_EC2as_v5,DZH318Z09B66/0042,EC2as_v5 Spot,ECasv5-series Windows,US West,westus,0.0882,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0882,2024-02-01T00:00:00Z,002fe875-4dea-5b81-b653-90fa6bf2a9f2,DZH318Z09B66,Standard_EC2as_v5 Spot,DevTestConsumption,true
Standard_D16s_v3,DZH318Z0BQ50/04CX,D16s v3,Virtual Machines DSv3 Series,ATT Detroit 1,attdetroit1,0.768,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.768,2023-04-01T00:00:00Z,00302d86-13fc-54ef-9f20-3c6243f2d708,DZH318Z0BQ50,D16s v3,Consumption,true
,DZH318Z0BZ5L/00NR,Standard Hub with Firewall policies for Third party security provider(s) Data Processed,Virtual WAN,CA East,canadaeast,0.02,1 GB,Virtual WAN,DZH315ZTM3N9,Networking,USD,0,0.02,2020-05-01T00:00:00Z,00305722-3735-5aad-8351-a0f2a3aec17b,DZH318Z0BZ5L,Standard Hub with Firewall policies for Third party security provider(s),Consumption,true
Standard_E32-8ds_v4,DZH318Z0CSHK/05CN,E32-8ds v4,Virtual Machines Edsv4 Series,CH West,switzerlandwest,4.02097,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,4.02097,2021-10-01T00:00:00Z,00305d54-a0fe-5a59-b6e6-ed6c69cc2200,DZH318Z0CSHK,E32-8ds v4,Consumption,true
Standard_E32-8ds_v4,DZH318Z0CSHK/05CD,E32-8ds v4,Virtual Machines Edsv4 Series,CH West,switzerlandwest,20783,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,20783,2021-10-01T00:00:00Z,00305d54-a0fe-5a59-b6e6-ed6c69cc2200,DZH318Z0CSHK,E32-8ds v4,Reservation,true
Standard_E32-8ds_v4,DZH318Z0CSHK/05CG,E32-8ds v4,Virtual Machines Edsv4 Series,CH West,switzerlandwest,40157,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,40157,2021-10-01T00:00:00Z,00305d54-a0fe-5a59-b6e6-ed6c69cc2200,DZH318Z0CSHK,E32-8ds v4,Reservation,true
Standard_D32as_v5,DZH318Z08W0Q/0045,D32as v5 Low Priority,Virtual Machines Dasv5 Series Windows,US West 2,westus2,1.139,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.139,2021-11-01T00:00:00Z,0030661c-3265-593d-ac81-d83602e0e4ce,DZH318Z08W0Q,Standard_D32as_v5 Low Priority,Consumption,true
Standard_D32as_v5,DZH318Z08W0Q/0045,D32as v5 Low Priority,Virtual Machines Dasv5 Series Windows,US West 2,westus2,0.275,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.275,2021-11-01T00:00:00Z,0030661c-3265-593d-ac81-d83602e0e4ce,DZH318Z08W0Q,Standard_D32as_v5 Low Priority,DevTestConsumption,true
Standard_E20as_v5,DZH318Z093XK/0126,E20as v5 Low Priority,Virtual Machines Easv5 Series Windows,JA East,japaneast,0.916,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.916,2021-11-01T00:00:00Z,0030749b-cc79-50c1-9870-250050e9a8a4,DZH318Z093XK,E20as v5 Low Priority,Consumption,true
Standard_E20as_v5,DZH318Z093XK/0126,E20as v5 Low Priority,Virtual Machines Easv5 Series Windows,JA East,japaneast,0.274,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.274,2021-11-01T00:00:00Z,0030749b-cc79-50c1-9870-250050e9a8a4,DZH318Z093XK,E20as v5 Low Priority,DevTestConsumption,true
,DZH318Z08DP0/0010,Performance at Scale Standard Solver,Azure Quantum,JA West,japanwest,0,1 Hour,Quantum Computing,DZH31657BV0L,Quantum Computing,USD,0,0,2021-02-01T00:00:00Z,9f8c0d14-9722-57a7-92b5-adfe761ea1e8,DZH318Z08DP0,Performance at Scale,Consumption,false
,DZH318Z08DP0/0010,Performance at Scale Standard Solver,Azure Quantum,JA West,japanwest,90,1 Hour,Quantum Computing,DZH31657BV0L,Quantum Computing,USD,1,90,2021-02-01T00:00:00Z,9f8c0d14-9722-57a7-92b5-adfe761ea1e8,DZH318Z08DP0,Performance at Scale,Consumption,false
,DZH318Z08DP0/0010,Performance at Scale Standard Solver,Azure Quantum,JA West,japanwest,80,1 Hour,Quantum Computing,DZH31657BV0L,Quantum Computing,USD,100,80,2021-02-01T00:00:00Z,9f8c0d14-9722-57a7-92b5-adfe761ea1e8,DZH318Z08DP0,Performance at Scale,Consumption,false
,DZH318Z08DP0/0010,Performance at Scale Standard Solver,Azure Quantum,JA West,japanwest,50,1 Hour,Quantum Computing,DZH31657BV0L,Quantum Computing,USD,1000,50,2021-02-01T00:00:00Z,9f8c0d14-9722-57a7-92b5-adfe761ea1e8,DZH318Z08DP0,Performance at Scale,Consumption,false
,DZH318Z08DP0/0010,Performance at Scale Standard Solver,Azure Quantum,JA West,japanwest,70,1 Hour,Quantum Computing,DZH31657BV0L,Quantum Computing,USD,500,70,2021-02-01T00:00:00Z,9f8c0d14-9722-57a7-92b5-adfe761ea1e8,DZH318Z08DP0,Performance at Scale,Consumption,false
Standard_EC4ads_cc_v5,DZH318Z0BDCG/0044,EC4adscc v5,Virtual Machines ECadsccv5 Series Windows,UK South,uksouth,0.492,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.492,2023-11-01T00:00:00Z,0030a0ea-204b-50c8-b6c3-91d15d6c2f93,DZH318Z0BDCG,Standard_EC4ads_cc_v5,Consumption,true
Standard_EC4ads_cc_v5,DZH318Z0BDCG/0044,EC4adscc v5,Virtual Machines ECadsccv5 Series Windows,UK South,uksouth,0.308,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.308,2023-11-01T00:00:00Z,0030a0ea-204b-50c8-b6c3-91d15d6c2f93,DZH318Z0BDCG,Standard_EC4ads_cc_v5,DevTestConsumption,true
Standard_D4_v5,DZH318Z08M9V/00X3,D4 v5 Spot,Virtual Machines Dv5 Series Windows,KR South,koreasouth,0.040702,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.040702,2024-04-01T00:00:00Z,00316068-55bc-5140-9196-41e0e8fb0774,DZH318Z08M9V,Standard_D4_v5 Spot,Consumption,true
Standard_D4_v5,DZH318Z08M9V/00X3,D4 v5 Spot,Virtual Machines Dv5 Series Windows,KR South,koreasouth,0.022216,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.022216,2023-04-01T00:00:00Z,00316068-55bc-5140-9196-41e0e8fb0774,DZH318Z08M9V,Standard_D4_v5 Spot,DevTestConsumption,true
Standard_E2as_v5,DZH318Z093XK/0464,E2as v5,Virtual Machines Easv5 Series Windows,SE Central,swedencentral,0.213,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.213,2022-08-01T00:00:00Z,00319dc6-5a02-5019-b3c1-11000f66b1ed,DZH318Z093XK,E2as v5,Consumption,true
Standard_E2as_v5,DZH318Z093XK/0464,E2as v5,Virtual Machines Easv5 Series Windows,SE Central,swedencentral,0.121,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.121,2022-08-01T00:00:00Z,00319dc6-5a02-5019-b3c1-11000f66b1ed,DZH318Z093XK,E2as v5,DevTestConsumption,true
AzureDB_MySQL_Flexible_Server_Business_Critical_Ev5Series_Compute_4vCore,DZH318Z0H9TN/00TV,4 vCore,Azure Database for MySQL Flexible Server Business Critical Ev5 Series Compute,EU North,northeurope,0.524,1 Hour,Azure Database for MySQL,DZH317NR0P99,Databases,USD,0,0.524,2022-07-01T00:00:00Z,00319e66-88d5-5009-8ea4-bd280edf4efb,DZH318Z0H9TN,Standard_E4d_v5,Consumption,true
Standard_D48ds_v5,DZH318Z08MC5/016H,D48ds v5,Virtual Machines Ddsv5 Series Windows,IN West Jio,jioindiawest,5.136,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,5.136,2023-11-01T00:00:00Z,0031e432-cba5-5ea9-a73b-9a386861ab14,DZH318Z08MC5,Standard_D48ds_v5,Consumption,true
Standard_D48ds_v5,DZH318Z08MC5/016H,D48ds v5,Virtual Machines Ddsv5 Series Windows,IN West Jio,jioindiawest,2.928,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,2.928,2023-11-01T00:00:00Z,0031e432-cba5-5ea9-a73b-9a386861ab14,DZH318Z08MC5,Standard_D48ds_v5,DevTestConsumption,true
Standard_E96ds_v5,DZH318Z096SL/03RT,E96ds v5 Low Priority,Virtual Machines Edsv5 Series Windows,US West 3,westus3,4.531,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,4.531,2022-08-01T00:00:00Z,0032154d-cbfd-5584-9cc6-72cf186f9147,DZH318Z096SL,E96ds v5 Low Priority,Consumption,true
Standard_E96ds_v5,DZH318Z096SL/03RT,E96ds v5 Low Priority,Virtual Machines Edsv5 Series Windows,US West 3,westus3,1.382,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.382,2022-08-01T00:00:00Z,0032154d-cbfd-5584-9cc6-72cf186f9147,DZH318Z096SL,E96ds v5 Low Priority,DevTestConsumption,true
Standard_D1_v2,DZH318Z0BQ34/03RX,D1 v2/DS1 v2 Low Priority,Virtual Machines Dv2 Series,BR Southeast,brazilsoutheast,0.0223,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0223,2020-08-25T00:00:00Z,003219c7-2d6a-54f0-8086-807c5a941779,DZH318Z0BQ34,D1 v2 Low Priority,Consumption,true
Standard_E96a v4,DZH318Z08FMS/003W,E96a v4/E96as v4,HDInsight Eav4/Easv4 Series,JA East,japaneast,9.12,1 Hour,HDInsight,DZH317LH6RM4,Analytics,USD,0,9.12,2021-07-01T00:00:00Z,00323217-0dcd-58e4-bfc6-b83bb831ec9c,DZH318Z08FMS,E96a v4/E96as v4,Consumption,true
,DZH318Z0BQFX/00DW,Standard P1 Trial Node,Microsoft Defender for Servers,NO West,norwaywest,0,1/Hour,Microsoft Defender for Cloud,DZH317R3LFB4,Security,USD,0,0,2022-04-01T00:00:00Z,dc3d59d2-a447-537a-855b-18966e1138f0,DZH318Z0BQFX,Standard P1 Trial,Consumption,false
,DZH318Z0BNZJ/0052,Archive RA-GRS Early Delete,Blob Storage,US North Central,northcentralus,0.00339,1 GB,Storage,DZH317F1HKN0,Storage,USD,0,0.00339,2019-08-01T00:00:00Z,0032ef1a-f9c2-4cf6-a272-c0f60d2b5fc0,DZH318Z0BNZJ,Archive RA-GRS,Consumption,true
,DZH318Z0BQLB/001D,Alerts System Log Monitored at 10 Minute Frequency,Azure Monitor,CA Central,canadacentral,1,1/Month,Azure Monitor,DZH315BMCLC8,Management and Governance,USD,0,1,2018-02-01T00:00:00Z,b3a44b07-6603-4e89-bc0d-640d38664ae9,DZH318Z0BQLB,Alerts,Consumption,false
Standard_D16ds_v4,DZH318Z0CSHM/004X,D16ds v4 Spot,Virtual Machines Ddsv4 Series,US West 2,westus2,0.0904,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0904,2023-07-01T00:00:00Z,00336c77-0cf5-5a85-940e-085042f982bf,DZH318Z0CSHM,D16ds v4 Spot,Consumption,true
,DZH318Z0BQHK/002K,eDTUs,SQL Database Elastic Pool - Premium RS,FR Central,francecentral,14.0625,1/Day,SQL Database,DZH3180HX10K,Databases,USD,0,14.0625,2017-09-01T00:00:00Z,1c662ef5-2c03-4b24-9319-1327a51aa2eb,DZH318Z0BQHK,250 DTU Pack,Consumption,false
Standard_E64-16as_v5,DZH318Z093WZ/05SZ,E64-16as v5 Low Priority,Virtual Machines Easv5 Series,IN West,westindia,0.926,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.926,2022-11-01T00:00:00Z,0033b0b8-4f2b-586b-87ca-80417fd85115,DZH318Z093WZ,E64-16as v5 Low Priority,Consumption,true
Standard_E32-8ds_v4,DZH318Z0CSHB/03DD,E32-8ds v4 Low Priority,Virtual Machines Edsv4 Series Windows,AU Central 2,australiacentral2,1.702,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.702,2021-11-01T00:00:00Z,0033b77f-756f-51fd-b354-0b87a67c06c2,DZH318Z0CSHB,E32-8ds v4 Low Priority,Consumption,true
Standard_E32-8ds_v4,DZH318Z0CSHB/03DD,E32-8ds v4 Low Priority,Virtual Machines Edsv4 Series Windows,AU Central 2,australiacentral2,0.557,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.557,2021-11-01T00:00:00Z,0033b77f-756f-51fd-b354-0b87a67c06c2,DZH318Z0CSHB,E32-8ds v4 Low Priority,DevTestConsumption,true
,DZH318Z0BP4S/003K,Text To Speech Characters,Speech,CH North,switzerlandnorth,4,1M,Cognitive Services,DZH31600VF1F,AI + Machine Learning,USD,0,4,2021-06-01T00:00:00Z,7ec6e572-13a1-499c-bdab-5593bb353c8a,DZH318Z0BP4S,S1,Consumption,false
Standard_M128,DZH318Z0BPW5/041R,M128,Virtual Machines MS Series Windows,KR Central,koreacentral,25.228,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,25.228,2021-02-01T00:00:00Z,00342270-ec64-552c-bce5-e96bb0e6a54d,DZH318Z0BPW5,M128,Consumption,true
Standard_M128,DZH318Z0BPW5/041R,M128,Virtual Machines MS Series Windows,KR Central,koreacentral,19.34,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,19.34,2021-02-01T00:00:00Z,00342270-ec64-552c-bce5-e96bb0e6a54d,DZH318Z0BPW5,M128,DevTestConsumption,true
Standard_E20s_v3,DZH318Z0BPVN/00PF,E20s v3 Low Priority,Virtual Machines ESv3 Series Windows,US South Central,southcentralus,0.951,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.951,2019-04-01T00:00:00Z,231bfb5e-d579-46b9-9d2e-66fc791127ec,DZH318Z0BPVN,E20s v3 Low Priority,Consumption,false
Standard_E20s_v3,DZH318Z0BPVN/00PF,E20s v3 Low Priority,Virtual Machines ESv3 Series Windows,US South Central,southcentralus,0.29,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.29,2018-07-01T00:00:00Z,231bfb5e-d579-46b9-9d2e-66fc791127ec,DZH318Z0BPVN,E20s v3 Low Priority,DevTestConsumption,false
Standard_E48as_v5,DZH318Z093WZ/0595,E48as v5 Low Priority,Virtual Machines Easv5 Series,IT North,italynorth,0.638,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.638,2024-03-01T00:00:00Z,003490fe-5fae-56d9-84ed-8297a6d1a28c,DZH318Z093WZ,E48as v5 Low Priority,Consumption,true
Standard_E48_v4,DZH318Z0D1L7/00VW,E48 v4 Spot,Virtual Machines Ev4 Series,EU North,northeurope,0.3384,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.3384,2023-09-01T00:00:00Z,0034bb72-b9a4-55e2-91f1-cd70e4b96f99,DZH318Z0D1L7,E48 v4 Spot,Consumption,true
Dsv5_Type1,DZH318Z09V9J/0021,Dsv5 Type1,Dsv5 Series DedicatedHost,JA West,japanwest,6.82,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,6.82,2022-04-01T00:00:00Z,0034e730-5aae-5d4d-b9be-2cb0c495b5bf,DZH318Z09V9J,Dsv5 Type1,Consumption,true
Dsv5_Type1,DZH318Z09V9J/0031,Dsv5 Type1,Dsv5 Series DedicatedHost,JA West,japanwest,35248,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,35248,2022-04-01T00:00:00Z,0034e730-5aae-5d4d-b9be-2cb0c495b5bf,DZH318Z09V9J,Dsv5 Type1,Reservation,true
Dsv5_Type1,DZH318Z09V9J/0032,Dsv5 Type1,Dsv5 Series DedicatedHost,JA West,japanwest,68107,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,68107,2022-04-01T00:00:00Z,0034e730-5aae-5d4d-b9be-2cb0c495b5bf,DZH318Z09V9J,Dsv5 Type1,Reservation,true
Standard_D32d_v4,DZH318Z0D1L6/00GV,D32d v4 Low Priority,Virtual Machines Ddv4 Series Windows,ZA North,southafricanorth,1.549,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.549,2021-11-01T00:00:00Z,003576d6-5fd1-5bc1-9fa5-62f811989b51,DZH318Z0D1L6,D32d v4 Low Priority,Consumption,true
Standard_D32d_v4,DZH318Z0D1L6/00GV,D32d v4 Low Priority,Virtual Machines Ddv4 Series Windows,ZA North,southafricanorth,0.48,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.48,2021-11-01T00:00:00Z,003576d6-5fd1-5bc1-9fa5-62f811989b51,DZH318Z0D1L6,D32d v4 Low Priority,DevTestConsumption,true
Standard_D4_v2,DZH318Z0BPVM/004D,D4 v2/DS4 v2 Low Priority,Virtual Machines Dv2 Series Windows,US West Central,westcentralus,0.374,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.374,2019-04-01T00:00:00Z,0035c6c3-ec50-4c9a-8875-d70be6f21d0b,DZH318Z0BPVM,D4 v2 Low Priority,Consumption,true
Standard_D4_v2,DZH318Z0BPVM/004D,D4 v2/DS4 v2 Low Priority,Virtual Machines Dv2 Series Windows,US West Central,westcentralus,0.102,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.102,2019-04-01T00:00:00Z,0035c6c3-ec50-4c9a-8875-d70be6f21d0b,DZH318Z0BPVM,D4 v2 Low Priority,DevTestConsumption,true
SQL_DW100c,DZH318Z0BZ1B/01GV,100 DWUs,Azure Synapse Analytics Dedicated SQL Pool,IL Central,israelcentral,1.595,1/Hour,Azure Synapse Analytics,DZH3194T4H8H,Analytics,USD,0,1.595,2023-10-01T00:00:00Z,0035dc34-8d65-5b82-9035-995e5369d42c,DZH318Z0BZ1B,DW100c,Consumption,true
Standard_A4,DZH318Z0BPRT/00KW,A4 Low Priority,Virtual Machines A Series,AP Southeast,southeastasia,0.096,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.096,2017-05-01T00:00:00Z,0035fc64-29b7-4765-9412-6df607a8b8ff,DZH318Z0BPRT,A4 Low Priority,Consumption,true
Standard_HX176-48rs,DZH318Z0K1LG/000H,HX176-48rs Low Priority,Virtual Machines HXrs Windows,US East,eastus,6.694,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,6.694,2023-06-01T00:00:00Z,0036165e-c869-5d05-b9a3-4d7885d96504,DZH318Z0K1LG,HX176-48rs Low Priority,Consumption,true
Standard_HX176-48rs,DZH318Z0K1LG/000H,HX176-48rs Low Priority,Virtual Machines HXrs Windows,US East,eastus,1.728,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.728,2023-06-01T00:00:00Z,0036165e-c869-5d05-b9a3-4d7885d96504,DZH318Z0K1LG,HX176-48rs Low Priority,DevTestConsumption,true
OneLake Write Operations via API,DZH318Z0KCZ7/01XW,OneLake Write Operations via API Capacity Usage CU,Fabric Capacity,AP Southeast,southeastasia,0.22,1 Hour,Microsoft Fabric,DZH31767PK6Z,Data,USD,0,0.22,2023-11-01T00:00:00Z,00362c31-600b-5f1d-9e3c-e521331ccb45,DZH318Z0KCZ7,OneLake Write Operations via API Capacity Usage,Consumption,true
,DZH318Z0BQF4/003L,Azure Node,Configuration Management,JA West,japanwest,0,1/Month,Automation,DZH315GS6SRD,Management and Governance,USD,0,0,2022-03-01T00:00:00Z,fb4b3d8f-c59c-42c7-84f7-94b6e39f2606,DZH318Z0BQF4,Azure,Consumption,false
Standard_M128m,DZH318Z0BPW5/04F9,M128m Spot,Virtual Machines MS Series Windows,AU Southeast,australiasoutheast,4.7826,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,4.7826,2023-08-01T00:00:00Z,0036360f-5f20-5abc-ba2b-f9899e3722f8,DZH318Z0BPW5,M128m Spot,Consumption,true
Standard_M128m,DZH318Z0BPW5/04F9,M128m Spot,Virtual Machines MS Series Windows,AU Southeast,australiasoutheast,3.8698,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,3.8698,2022-11-01T00:00:00Z,0036360f-5f20-5abc-ba2b-f9899e3722f8,DZH318Z0BPW5,M128m Spot,DevTestConsumption,true
Standard_E48_v3,DZH318Z0BQ4L/0220,E48 v3/E48s v3 Spot,Virtual Machines Ev3 Series,US Gov TX,usgovtexas,0.3624,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.3624,2023-05-01T00:00:00Z,00363882-fdd0-517e-a717-4f988d529aa0,DZH318Z0BQ4L,E48 v3 Spot,Consumption,true
,DZH318Z0BP88/01DR,E60 ZRS Disk,Standard SSD Managed Disks,SE Central,swedencentral,921.6,1/Month,Storage,DZH317F1HKN0,Storage,USD,0,921.6,2023-09-01T00:00:00Z,00366757-24af-54e4-9ad1-00af19323bfe,DZH318Z0BP88,E60 ZRS,Consumption,true
Cold,DZH318Z0BJRM/01K4,Cold RA-GRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,US West Central,westcentralus,0.0099,1 GB/Month,Storage,DZH317F1HKN0,Storage,USD,0,0.0099,2023-05-01T00:00:00Z,00367488-e374-5d9f-8950-491dc4ba13e3,DZH318Z0BJRM,Cold RA-GRS,Consumption,true
,DZH318Z0BP6Q/000P,Premium ZRS Burst Bandwidth,Premium Files,US West,westus,0.01625,1 GiB,Storage,DZH317F1HKN0,Storage,USD,0,0.01625,2023-01-01T00:00:00Z,0036afb6-19b8-5f41-8fbf-5f5345a5b804,DZH318Z0BP6Q,Premium ZRS,Consumption,true
Standard_E48s_v3,DZH318Z0BPVN/02RP,E48s v3 Spot,Virtual Machines ESv3 Series Windows,AE Central,uaecentral,0.6925,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.6925,2023-08-01T00:00:00Z,0036d882-9864-552c-99ab-e029217d1fd4,DZH318Z0BPVN,E48s v3 Spot,Consumption,true
Standard_E48s_v3,DZH318Z0BPVN/02RP,E48s v3 Spot,Virtual Machines ESv3 Series Windows,AE Central,uaecentral,0.4717,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.4717,2023-07-01T00:00:00Z,0036d882-9864-552c-99ab-e029217d1fd4,DZH318Z0BPVN,E48s v3 Spot,DevTestConsumption,true
Standard_DC96as_cc_v5,DZH318Z0BDL4/006R,DC96ascc v5,Virtual Machines DCasccv5 Series Windows,AP Southeast,southeastasia,9.6,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,9.6,2023-07-01T00:00:00Z,0036e387-02ac-5e6c-8f16-9ccd8bc3906a,DZH318Z0BDL4,Standard_DC96as_cc_v5,Consumption,true
